sample_id,depth,distance,way
s11_1,0.1,0.679010105,2bRAD-M
s11_11,0.1,0.415799986,2bRAD-M
s11_12,0.1,0.696147079,2bRAD-M
s11_14,0.1,0.131124203,2bRAD-M
s11_2,0.1,0.376674008,2bRAD-M
s11_6,0.1,0.472383657,2bRAD-M
s11_7,0.1,0.492641266,2bRAD-M
s11_9,0.1,0.584114063,2bRAD-M
s13_1,0.1,0.547417784,2bRAD-M
s13_11,0.1,-0.169886051,2bRAD-M
s13_12,0.1,0.67886548,2bRAD-M
s13_14,0.1,0.17762093,2bRAD-M
s13_2,0.1,0.109783402,2bRAD-M
s13_6,0.1,0.554326072,2bRAD-M
s13_7,0.1,0.264840686,2bRAD-M
s13_9,0.1,0.459311814,2bRAD-M
s17_1,0.1,0.711777336,2bRAD-M
s17_11,0.1,0.085015596,2bRAD-M
s17_12,0.1,0.581165042,2bRAD-M
s17_14,0.1,-0.119200714,2bRAD-M
s17_2,0.1,-0.02084276,2bRAD-M
s17_6,0.1,0.52253516,2bRAD-M
s17_7,0.1,0.611694659,2bRAD-M
s17_9,0.1,0.472369351,2bRAD-M
s9_1,0.1,0.450124585,2bRAD-M
s9_11,0.1,0.552592315,2bRAD-M
s9_12,0.1,0.457339802,2bRAD-M
s9_14,0.1,0.587415844,2bRAD-M
s9_2,0.1,0.403997965,2bRAD-M
s9_6,0.1,0.649730916,2bRAD-M
s9_7,0.1,0.399349111,2bRAD-M
s9_9,0.1,0.637790122,2bRAD-M
s11_1,1,0.919498305,2bRAD-M
s11_11,1,0.855385402,2bRAD-M
s11_12,1,0.894755974,2bRAD-M
s11_14,1,0.779079472,2bRAD-M
s11_2,1,0.776855401,2bRAD-M
s11_6,1,0.927160839,2bRAD-M
s11_7,1,0.932590851,2bRAD-M
s11_9,1,0.907725825,2bRAD-M
s13_1,1,0.869811336,2bRAD-M
s13_11,1,0.799768503,2bRAD-M
s13_12,1,0.819413812,2bRAD-M
s13_14,1,0.773843377,2bRAD-M
s13_2,1,0.710023605,2bRAD-M
s13_6,1,0.934303799,2bRAD-M
s13_7,1,0.874238244,2bRAD-M
s13_9,1,0.893357592,2bRAD-M
s17_1,1,0.891739583,2bRAD-M
s17_11,1,0.77492537,2bRAD-M
s17_12,1,0.935368342,2bRAD-M
s17_14,1,0.738762583,2bRAD-M
s17_2,1,0.771717668,2bRAD-M
s17_6,1,0.935054166,2bRAD-M
s17_7,1,0.887820405,2bRAD-M
s17_9,1,0.913572633,2bRAD-M
s9_1,1,0.834343167,2bRAD-M
s9_11,1,0.860500585,2bRAD-M
s9_12,1,0.841404208,2bRAD-M
s9_14,1,0.868998268,2bRAD-M
s9_2,1,0.847568936,2bRAD-M
s9_6,1,0.96464247,2bRAD-M
s9_7,1,0.874642844,2bRAD-M
s9_9,1,0.925810546,2bRAD-M
s11_1,2,0.953268771,2bRAD-M
s11_11,2,0.919504099,2bRAD-M
s11_12,2,0.938519216,2bRAD-M
s11_14,2,0.86839151,2bRAD-M
s11_2,2,0.898344922,2bRAD-M
s11_6,2,0.96225991,2bRAD-M
s11_7,2,0.962315934,2bRAD-M
s11_9,2,0.955417486,2bRAD-M
s13_1,2,0.906061899,2bRAD-M
s13_11,2,0.901989477,2bRAD-M
s13_12,2,0.890983033,2bRAD-M
s13_14,2,0.856703477,2bRAD-M
s13_2,2,0.841590176,2bRAD-M
s13_6,2,0.970246047,2bRAD-M
s13_7,2,0.930245915,2bRAD-M
s13_9,2,0.936569957,2bRAD-M
s17_1,2,0.94211122,2bRAD-M
s17_11,2,0.901060834,2bRAD-M
s17_12,2,0.959381276,2bRAD-M
s17_14,2,0.841097188,2bRAD-M
s17_2,2,0.877987852,2bRAD-M
s17_6,2,0.972176148,2bRAD-M
s17_7,2,0.950058969,2bRAD-M
s17_9,2,0.968908609,2bRAD-M
s9_1,2,0.896965943,2bRAD-M
s9_11,2,0.916022731,2bRAD-M
s9_12,2,0.879961272,2bRAD-M
s9_14,2,0.931648226,2bRAD-M
s9_2,2,0.910993269,2bRAD-M
s9_6,2,0.974945312,2bRAD-M
s9_7,2,0.940497477,2bRAD-M
s9_9,2,0.958095891,2bRAD-M
s11_1,5,0.989549421,2bRAD-M
s11_11,5,0.984801316,2bRAD-M
s11_12,5,0.97600346,2bRAD-M
s11_14,5,0.959683948,2bRAD-M
s11_2,5,0.965105183,2bRAD-M
s11_6,5,0.98893463,2bRAD-M
s11_7,5,0.98420044,2bRAD-M
s11_9,5,0.984493629,2bRAD-M
s13_1,5,0.962129117,2bRAD-M
s13_11,5,0.963978902,2bRAD-M
s13_12,5,0.957872787,2bRAD-M
s13_14,5,0.928003378,2bRAD-M
s13_2,5,0.971125492,2bRAD-M
s13_6,5,0.9706531,2bRAD-M
s13_7,5,0.978395864,2bRAD-M
s13_9,5,0.979642079,2bRAD-M
s17_1,5,0.96244956,2bRAD-M
s17_11,5,0.966399835,2bRAD-M
s17_12,5,0.970352913,2bRAD-M
s17_14,5,0.912349902,2bRAD-M
s17_2,5,0.963330505,2bRAD-M
s17_6,5,0.974389582,2bRAD-M
s17_7,5,0.973679188,2bRAD-M
s17_9,5,0.98547733,2bRAD-M
s9_1,5,0.953272739,2bRAD-M
s9_11,5,0.973485585,2bRAD-M
s9_12,5,0.956705863,2bRAD-M
s9_14,5,0.977159821,2bRAD-M
s9_2,5,0.959104582,2bRAD-M
s9_6,5,0.986419915,2bRAD-M
s9_7,5,0.978303774,2bRAD-M
s9_9,5,0.978068805,2bRAD-M
s11_1,7.5,0.986812396,2bRAD-M
s11_11,7.5,0.993121351,2bRAD-M
s11_12,7.5,0.991647975,2bRAD-M
s11_14,7.5,0.966300345,2bRAD-M
s11_2,7.5,0.980913408,2bRAD-M
s11_6,7.5,0.991716655,2bRAD-M
s11_7,7.5,0.994956621,2bRAD-M
s11_9,7.5,0.988729288,2bRAD-M
s13_1,7.5,0.978009231,2bRAD-M
s13_11,7.5,0.982054471,2bRAD-M
s13_12,7.5,0.97764005,2bRAD-M
s13_14,7.5,0.950735011,2bRAD-M
s13_6,7.5,0.985710415,2bRAD-M
s13_9,7.5,0.987713058,2bRAD-M
s17_1,7.5,0.968401568,2bRAD-M
s17_11,7.5,0.980863231,2bRAD-M
s17_12,7.5,0.985260751,2bRAD-M
s17_14,7.5,0.923654138,2bRAD-M
s17_2,7.5,0.979558563,2bRAD-M
s17_6,7.5,0.971149193,2bRAD-M
s17_7,7.5,0.993267306,2bRAD-M
s17_9,7.5,0.982433715,2bRAD-M
s9_1,7.5,0.965944154,2bRAD-M
s9_11,7.5,0.989546584,2bRAD-M
s9_12,7.5,0.986929556,2bRAD-M
s9_14,7.5,0.985977586,2bRAD-M
s9_2,7.5,0.979419603,2bRAD-M
s9_6,7.5,0.9898695,2bRAD-M
s9_7,7.5,0.989597337,2bRAD-M
s9_9,7.5,0.982090798,2bRAD-M
s11_1,10,0.986250746,2bRAD-M
s11_14,10,0.975799133,2bRAD-M
s11_6,10,0.990747085,2bRAD-M
s11_9,10,0.992029268,2bRAD-M
s13_1,10,0.981342326,2bRAD-M
s13_11,10,0.983152359,2bRAD-M
s13_12,10,0.993938659,2bRAD-M
s13_14,10,0.962475341,2bRAD-M
s13_6,10,0.990927067,2bRAD-M
s13_9,10,0.990961722,2bRAD-M
s17_1,10,0.971813117,2bRAD-M
s17_11,10,0.999012491,2bRAD-M
s17_12,10,0.996446217,2bRAD-M
s17_14,10,0.931222484,2bRAD-M
s17_6,10,0.972192906,2bRAD-M
s17_9,10,0.980887607,2bRAD-M
s9_1,10,0.975853561,2bRAD-M
s9_14,10,0.988143165,2bRAD-M
s9_6,10,0.990118821,2bRAD-M
s9_9,10,0.985989983,2bRAD-M
s11_1,12.5,0.990148653,2bRAD-M
s11_14,12.5,0.982390008,2bRAD-M
s11_6,12.5,0.993492263,2bRAD-M
s11_9,12.5,0.991847997,2bRAD-M
s13_1,12.5,0.99109522,2bRAD-M
s13_11,12.5,0.989561369,2bRAD-M
s13_14,12.5,0.966358417,2bRAD-M
s13_6,12.5,0.991411667,2bRAD-M
s13_9,12.5,0.990498259,2bRAD-M
s17_1,12.5,0.978252866,2bRAD-M
s17_14,12.5,0.93959498,2bRAD-M
s17_6,12.5,0.976725413,2bRAD-M
s17_9,12.5,0.981402924,2bRAD-M
s9_1,12.5,0.982543951,2bRAD-M
s9_14,12.5,0.990815307,2bRAD-M
s9_6,12.5,0.993335843,2bRAD-M
s9_9,12.5,0.985074719,2bRAD-M
s11_1,15,0.99556516,2bRAD-M
s11_14,15,0.986930353,2bRAD-M
s11_6,15,0.995390257,2bRAD-M
s11_9,15,0.994729058,2bRAD-M
s13_1,15,0.991716965,2bRAD-M
s13_14,15,0.976637909,2bRAD-M
s13_6,15,0.99400027,2bRAD-M
s13_9,15,0.99263504,2bRAD-M
s17_1,15,0.984357406,2bRAD-M
s17_14,15,0.946515667,2bRAD-M
s17_6,15,0.978602964,2bRAD-M
s17_9,15,0.980681434,2bRAD-M
s9_1,15,0.992355202,2bRAD-M
s9_14,15,0.99191662,2bRAD-M
s9_6,15,0.995222526,2bRAD-M
s9_9,15,0.990037522,2bRAD-M
s11_1,17.5,0.993125374,2bRAD-M
s11_14,17.5,0.99148695,2bRAD-M
s11_6,17.5,0.996931942,2bRAD-M
s11_9,17.5,0.994703103,2bRAD-M
s13_1,17.5,0.994912329,2bRAD-M
s13_14,17.5,0.983820227,2bRAD-M
s13_6,17.5,0.995855113,2bRAD-M
s13_9,17.5,0.994218441,2bRAD-M
s17_1,17.5,0.988266165,2bRAD-M
s17_14,17.5,0.957604088,2bRAD-M
s17_6,17.5,0.983489325,2bRAD-M
s17_9,17.5,0.978512517,2bRAD-M
s9_1,17.5,0.997057833,2bRAD-M
s9_14,17.5,0.994189701,2bRAD-M
s9_6,17.5,0.995736094,2bRAD-M
s9_9,17.5,0.990712348,2bRAD-M
s11_1,20,0.993529942,2bRAD-M
s11_14,20,0.992679471,2bRAD-M
s11_6,20,0.998193257,2bRAD-M
s11_9,20,0.995504663,2bRAD-M
s13_1,20,0.995994124,2bRAD-M
s13_14,20,0.982443242,2bRAD-M
s13_6,20,0.998724454,2bRAD-M
s13_9,20,0.996371348,2bRAD-M
s17_1,20,0.988287804,2bRAD-M
s17_14,20,0.962700667,2bRAD-M
s17_6,20,0.990061096,2bRAD-M
s17_9,20,0.984996038,2bRAD-M
s9_14,20,0.995489766,2bRAD-M
s9_6,20,0.996638989,2bRAD-M
s9_9,20,0.991458821,2bRAD-M
s11_1,22.5,0.995166338,2bRAD-M
s11_14,22.5,0.994485352,2bRAD-M
s11_9,22.5,0.996630844,2bRAD-M
s13_1,22.5,0.998291186,2bRAD-M
s13_14,22.5,0.982990289,2bRAD-M
s13_9,22.5,0.997773671,2bRAD-M
s17_1,22.5,0.991331058,2bRAD-M
s17_14,22.5,0.96087955,2bRAD-M
s17_6,22.5,0.99387718,2bRAD-M
s17_9,22.5,0.990247939,2bRAD-M
s9_14,22.5,0.995445196,2bRAD-M
s9_6,22.5,0.997259932,2bRAD-M
s9_9,22.5,0.993277574,2bRAD-M
s11_1,1,0.812972623,WMS
s11_11,1,0.646461582,WMS
s11_12,1,0.661919382,WMS
s11_6,1,0.77609253,WMS
s11_7,1,0.719478003,WMS
s11_9,1,0.875801941,WMS
s13_1,1,0.800852527,WMS
s13_12,1,0.746440045,WMS
s13_14,1,0.255104646,WMS
s13_6,1,0.741485107,WMS
s13_7,1,0.516814909,WMS
s13_9,1,0.749127825,WMS
s17_1,1,0.907277204,WMS
s17_11,1,0.331662915,WMS
s17_12,1,0.822081391,WMS
s17_14,1,0.409766353,WMS
s17_6,1,0.795942821,WMS
s17_7,1,0.788051781,WMS
s17_9,1,0.895790162,WMS
s9_1,1,0.720110092,WMS
s9_12,1,0.474188441,WMS
s9_14,1,0.397070855,WMS
s9_2,1,0.308096489,WMS
s9_6,1,0.917515069,WMS
s9_7,1,0.601128277,WMS
s9_9,1,0.872942185,WMS
s11_1,10,0.946966285,WMS
s11_11,10,0.870044357,WMS
s11_12,10,0.838474153,WMS
s11_14,10,0.843315902,WMS
s11_2,10,0.822228891,WMS
s11_6,10,0.944963753,WMS
s11_7,10,0.941871373,WMS
s11_9,10,0.966222407,WMS
s13_1,10,0.936648291,WMS
s13_11,10,0.824540716,WMS
s13_12,10,0.899294844,WMS
s13_14,10,0.867619243,WMS
s13_2,10,0.790152306,WMS
s13_6,10,0.933450971,WMS
s13_7,10,0.86565199,WMS
s13_9,10,0.937920395,WMS
s17_1,10,0.965185962,WMS
s17_11,10,0.846912377,WMS
s17_12,10,0.925201491,WMS
s17_14,10,0.868868815,WMS
s17_2,10,0.861603258,WMS
s17_6,10,0.950145177,WMS
s17_7,10,0.939368053,WMS
s17_9,10,0.972303456,WMS
s9_1,10,0.921564189,WMS
s9_11,10,0.811896812,WMS
s9_12,10,0.841572463,WMS
s9_14,10,0.876182337,WMS
s9_2,10,0.883931727,WMS
s9_6,10,0.984491933,WMS
s9_7,10,0.882831629,WMS
s9_9,10,0.971021629,WMS
s11_1,20,0.962177575,WMS
s11_11,20,0.912480845,WMS
s11_12,20,0.901297463,WMS
s11_14,20,0.893831525,WMS
s11_2,20,0.90516752,WMS
s11_6,20,0.964715268,WMS
s11_7,20,0.966350204,WMS
s11_9,20,0.980269109,WMS
s13_1,20,0.960143879,WMS
s13_11,20,0.883525988,WMS
s13_12,20,0.930030595,WMS
s13_14,20,0.924900707,WMS
s13_2,20,0.866202466,WMS
s13_6,20,0.959244051,WMS
s13_7,20,0.917810983,WMS
s13_9,20,0.96315655,WMS
s17_1,20,0.967357505,WMS
s17_11,20,0.901315696,WMS
s17_12,20,0.950959872,WMS
s17_14,20,0.927707057,WMS
s17_2,20,0.916419049,WMS
s17_6,20,0.966350168,WMS
s17_7,20,0.960726599,WMS
s17_9,20,0.983412794,WMS
s9_1,20,0.940502711,WMS
s9_11,20,0.880666086,WMS
s9_12,20,0.891126432,WMS
s9_14,20,0.918317679,WMS
s9_2,20,0.922201539,WMS
s9_6,20,0.991242622,WMS
s9_7,20,0.928701928,WMS
s9_9,20,0.982545136,WMS
s11_1,50,0.974748568,WMS
s11_11,50,0.95852852,WMS
s11_12,50,0.957795729,WMS
s11_14,50,0.944549728,WMS
s11_2,50,0.956686627,WMS
s11_6,50,0.986395376,WMS
s11_7,50,0.987950884,WMS
s11_9,50,0.989438321,WMS
s13_1,50,0.97935215,WMS
s13_11,50,0.952992367,WMS
s13_12,50,0.960404412,WMS
s13_14,50,0.966231289,WMS
s13_2,50,0.933053932,WMS
s13_6,50,0.978333147,WMS
s13_7,50,0.961324457,WMS
s13_9,50,0.982779457,WMS
s17_1,50,0.982120509,WMS
s17_11,50,0.947867355,WMS
s17_12,50,0.975394646,WMS
s17_14,50,0.965909278,WMS
s17_2,50,0.952847715,WMS
s17_6,50,0.977279204,WMS
s17_7,50,0.979884096,WMS
s17_9,50,0.992287836,WMS
s9_1,50,0.961470994,WMS
s9_11,50,0.940804589,WMS
s9_12,50,0.945418852,WMS
s9_14,50,0.96230329,WMS
s9_2,50,0.96077072,WMS
s9_6,50,0.996094327,WMS
s9_7,50,0.975184124,WMS
s9_9,50,0.992796056,WMS
s11_1,75,0.981330575,WMS
s11_11,75,0.972272203,WMS
s11_12,75,0.974982622,WMS
s11_14,75,0.96294536,WMS
s11_2,75,0.969524064,WMS
s11_6,75,0.991752639,WMS
s11_7,75,0.992353474,WMS
s11_9,75,0.992803222,WMS
s13_1,75,0.986756134,WMS
s13_11,75,0.972266544,WMS
s13_12,75,0.97327423,WMS
s13_14,75,0.981655056,WMS
s13_2,75,0.954111859,WMS
s13_6,75,0.980737806,WMS
s13_7,75,0.97491386,WMS
s13_9,75,0.989062428,WMS
s17_1,75,0.99542109,WMS
s17_11,75,0.96385004,WMS
s17_12,75,0.983535966,WMS
s17_14,75,0.978027145,WMS
s17_2,75,0.970489644,WMS
s17_6,75,0.979548679,WMS
s17_7,75,0.991912031,WMS
s17_9,75,0.99402634,WMS
s9_1,75,0.975549937,WMS
s9_11,75,0.960261262,WMS
s9_12,75,0.967924149,WMS
s9_14,75,0.981434508,WMS
s9_2,75,0.97212311,WMS
s9_6,75,0.997162969,WMS
s9_7,75,0.989428366,WMS
s9_9,75,0.995805248,WMS
s11_1,100,0.983881605,WMS
s11_11,100,0.980387326,WMS
s11_12,100,0.984021139,WMS
s11_14,100,0.974945646,WMS
s11_2,100,0.977764503,WMS
s11_6,100,0.994695315,WMS
s11_7,100,0.996592918,WMS
s11_9,100,0.994309129,WMS
s13_1,100,0.991350279,WMS
s13_11,100,0.983925618,WMS
s13_12,100,0.980800655,WMS
s13_14,100,0.986453578,WMS
s13_2,100,0.966758528,WMS
s13_6,100,0.986214265,WMS
s13_7,100,0.981686833,WMS
s13_9,100,0.993336964,WMS
s17_1,100,0.996688062,WMS
s17_11,100,0.977145823,WMS
s17_12,100,0.989247865,WMS
s17_14,100,0.981818588,WMS
s17_2,100,0.979954908,WMS
s17_6,100,0.979333952,WMS
s17_7,100,0.993610368,WMS
s17_9,100,0.993493878,WMS
s9_1,100,0.981874986,WMS
s9_11,100,0.972592226,WMS
s9_12,100,0.977576906,WMS
s9_14,100,0.987634594,WMS
s9_2,100,0.979598459,WMS
s9_6,100,0.99780483,WMS
s9_7,100,0.996738687,WMS
s9_9,100,0.996970061,WMS
s11_1,125,0.989989949,WMS
s11_11,125,0.986375406,WMS
s11_12,125,0.989835594,WMS
s11_14,125,0.981453118,WMS
s11_2,125,0.987491727,WMS
s11_6,125,0.996485207,WMS
s11_9,125,0.994976417,WMS
s13_1,125,0.995033602,WMS
s13_11,125,0.992022108,WMS
s13_12,125,0.986234517,WMS
s13_14,125,0.993032831,WMS
s13_2,125,0.976038521,WMS
s13_6,125,0.990384594,WMS
s13_7,125,0.988077478,WMS
s13_9,125,0.995530128,WMS
s17_1,125,0.997707563,WMS
s17_11,125,0.986822488,WMS
s17_12,125,0.994001657,WMS
s17_14,125,0.997436144,WMS
s17_2,125,0.985919155,WMS
s17_6,125,0.984123701,WMS
s17_7,125,0.995851541,WMS
s17_9,125,0.994983407,WMS
s9_1,125,0.98675849,WMS
s9_11,125,0.980498648,WMS
s9_12,125,0.983931648,WMS
s9_14,125,0.993075652,WMS
s9_2,125,0.984277006,WMS
s9_6,125,0.998404107,WMS
s9_9,125,0.997397106,WMS
s11_1,150,0.993134868,WMS
s11_11,150,0.990744551,WMS
s11_12,150,0.992217989,WMS
s11_14,150,0.983716258,WMS
s11_2,150,0.992656494,WMS
s11_6,150,0.998510608,WMS
s11_9,150,0.995998284,WMS
s13_1,150,0.99657331,WMS
s13_11,150,0.998732893,WMS
s13_12,150,0.991488612,WMS
s13_14,150,0.996595064,WMS
s13_2,150,0.985271317,WMS
s13_6,150,0.992994621,WMS
s13_7,150,0.991741648,WMS
s13_9,150,0.996930942,WMS
s17_1,150,0.998189328,WMS
s17_11,150,0.992887816,WMS
s17_12,150,0.995249681,WMS
s17_2,150,0.990450085,WMS
s17_6,150,0.982613137,WMS
s17_7,150,0.996885985,WMS
s17_9,150,0.994954562,WMS
s9_1,150,0.989828202,WMS
s9_11,150,0.985223801,WMS
s9_12,150,0.989917737,WMS
s9_14,150,0.996475908,WMS
s9_2,150,0.989480798,WMS
s9_6,150,0.998753897,WMS
s9_9,150,0.997897221,WMS
s11_1,175,0.994537999,WMS
s11_11,175,0.994307279,WMS
s11_12,175,0.99408925,WMS
s11_14,175,0.985758781,WMS
s11_2,175,0.99851238,WMS
s11_6,175,1,WMS
s11_9,175,0.996443909,WMS
s13_1,175,0.998182925,WMS
s13_12,175,0.994070098,WMS
s13_2,175,0.989470707,WMS
s13_6,175,0.995187415,WMS
s13_7,175,0.994206918,WMS
s13_9,175,0.997827528,WMS
s17_1,175,0.999108996,WMS
s17_11,175,0.997800686,WMS
s17_12,175,0.996967133,WMS
s17_2,175,0.994612636,WMS
s17_6,175,0.982500003,WMS
s17_7,175,0.998501343,WMS
s17_9,175,0.998948654,WMS
s9_1,175,0.992799893,WMS
s9_11,175,0.989486308,WMS
s9_12,175,0.994556716,WMS
s9_2,175,0.993070832,WMS
s9_6,175,0.99904986,WMS
s9_9,175,0.998631257,WMS
s11_1,200,0.997098048,WMS
s11_11,200,0.99684685,WMS
s11_12,200,0.999039987,WMS
s11_14,200,0.989420596,WMS
s11_9,200,0.99923745,WMS
s13_1,200,0.99926785,WMS
s13_12,200,0.996767555,WMS
s13_2,200,0.99261017,WMS
s13_6,200,0.996708674,WMS
s13_7,200,0.995892507,WMS
s17_12,200,0.998585314,WMS
s17_6,200,0.996427962,WMS
s17_9,200,0.99917026,WMS
s9_1,200,0.994712249,WMS
s9_11,200,0.994375404,WMS
s9_12,200,0.997253622,WMS
s9_2,200,0.996637976,WMS
s9_6,200,0.999353769,WMS
s9_9,200,0.998960936,WMS
s11_1,225,0.99756185,WMS
s11_11,225,1,WMS
s11_14,225,0.991346176,WMS
s13_12,225,0.998560561,WMS
s13_2,225,0.99779683,WMS
s13_6,225,0.998062987,WMS
s13_7,225,0.998011978,WMS
s17_6,225,0.996715478,WMS
s9_1,225,0.996531174,WMS
s9_11,225,0.998568015,WMS
s9_6,225,0.999469365,WMS
s9_9,225,0.999304137,WMS
