id,S9_11,S9_12,S9_14,S9_1,S9_2,S9_6,S9_7,S9_9,S11_11,S11_12,S11_14,S11_1,S11_2,S11_6,S11_7,S11_9,S17_11,S17_12,S17_14,S17_1,S17_2,S17_6,S17_7,S17_9
Pauljensenia_sp000185285,0,0,0,0,0,158552,0,58400,0,96900,0,0,0,365765,0,84800,0,0,0,0,0,1073595,0,142779
Centipeda_artemidis,0,0,0,0,0,1880,0,56100,0,88700,0,0,0,0,0,0,0,0,0,0,0,0,0,10100
Actinomyces_johnsonii,0,0,0,0,0,14700,0,0,0,87600,0,10200,0,192513,0,0,0,0,0,0,0,0,21300,0
Centipeda_periodontii,0,0,0,0,0,48100,0,123620,0,82400,0,0,0,0,0,33300,0,0,0,0,0,0,55900,55400
Saccharimonas_sp018127705,0,0,0,200098,0,1100,0,375862,0,77100,0,127034,0,0,0,379780,0,0,0,68300,0,0,0,129379
Pauljensenia_georgiae,0,514067,0,0,0,10500,0,0,0,71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alloprevotella_sp900095835,0,672651,0,0,2471237,18219312,0,6473496,0,64700,0,79800,2232421,858266,0,5534465,0,4168159,0,142244,476155,1779298,1176967,17327952
CAJPPJ01_sp905372515,0,0,0,55000,305871,51700,0,481340,0,57400,0,134869,0,518218,0,475766,0,0,0,147373,0,7040,0,243934
Lawsonella_clevelandensis_A,0,0,0,0,0,0,0,0,0,47700,0,0,0,43700,0,0,0,0,0,0,0,103189,0,0
Gordonia_jacobaea,0,0,0,0,0,0,0,0,0,33300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_sp003043925,0,0,0,3670,0,19300,0,36700,0,25400,0,5950,0,0,0,43300,0,8190,0,1780,0,0,0,27900
Prevotella_oralis,0,0,1745917,0,0,0,454762,217237,0,10700,0,24400,0,0,355922,123580,0,0,353471,8690,0,0,303504,91100
Streptococcus_salivarius,0,0,20953258,1224962,0,508116,2098985,0,0,0,32085242,511583,0,455310,4393238,19300,0,0,9574049,229223,0,126743,817834,44700
Alloprevotella_sp905371275,0,0,12289671,0,25171837,7806684,0,11886275,0,0,25960594,0,19195077,4308749,0,12293195,0,4450,65531844,72400,30744558,14553948,0,21040441
Veillonella_nakazawae,0,0,14417726,1241544,0,24102728,14851043,0,0,0,11276105,432709,0,848738,12245471,0,0,0,12614863,207033,0,1063908,11415648,0
Alloprevotella_sp015257125,0,82000,6042910,712474,2319504,52321176,555569,4155411,0,0,9461857,1403433,1963130,6507026,1909279,4650254,303116,218184,14914336,1744398,2585319,14897877,3619822,14083408
Granulicatella_elegans,0,0,1289897,1582312,1346576,3693614,0,1212363,0,0,8070691,8652309,350472,8206039,110503,3164438,0,389636,15215286,18568430,3605950,10736460,335546,6126686
Streptococcus_parasanguinis_B,0,0,8034575,0,0,2281444,1262511,0,0,0,7388901,50600,0,665139,8260944,0,0,0,3111705,11100,0,543782,2563401,0
Prevotella_sp000467895,0,0,17409841,133102,0,770345,2256059,6097983,0,0,6666244,412860,0,560020,5043406,8908716,0,0,19818671,383504,39800,337506,3464417,8585116
Treponema_D_sp905372235,0,0,3976911,557226,1516237,117699,0,1627997,0,0,3248778,372535,253225,24700,0,1895927,0,0,1461228,587293,689516,0,0,1346201
Nanogingivalis_gingivitcus,0,0,3620114,2019123,0,128188,0,474246,0,0,3139006,1055761,0,137495,0,533096,0,0,40610219,2770564,0,441205,0,853472
Prevotella_pallens,0,128517,8459285,689326,0,59456665,7626168,951632,0,0,2952041,192431,0,1691124,12530188,707702,0,0,2760946,97800,0,1257541,11446436,382444
Streptococcus_sinensis,0,0,2640838,0,0,0,666705,180139,0,0,2720237,50700,0,0,1540080,148320,0,0,3127239,86900,0,0,190056,57600
Leptotrichia_sp002240055,0,0,1871269,292023,0,120349,6747951,178627,0,0,2425657,74400,0,12800,2146132,237764,0,0,1052769,0,0,0,1004967,86200
Prevotella_denticola,0,0,5027705,0,0,96100,6082860,1043156,0,0,2261056,68900,0,0,3242702,625989,2098933,0,859082,244819,0,0,4336627,1196900
JABCPH02_sp013333235,0,0,2104741,187523,0,318760,3422173,0,0,0,2197259,0,0,0,983068,0,0,0,278634,0,0,0,475817,0
Prevotella_histicola,0,0,9251041,12900,0,3753568,3003990,0,0,0,2181025,16200,0,12200,3964397,0,0,0,2916414,37900,0,76400,4504661,0
Oribacterium_sinus,2259650,0,6299920,3332560,532924,1485263,2443580,149670,0,0,1777014,42100,0,660221,1843213,301279,0,0,146715,4080,0,277550,499196,275122
Neisseria_cinerea,0,0,1619214,7441585,0,0,0,4476498,0,0,1729791,16619616,0,49100,0,7884986,0,0,19115304,52581994,0,0,0,25517817
Prevotella_multiformis,0,0,7945038,0,0,0,0,1076067,0,0,1588233,79000,0,0,0,671662,0,0,5238203,113460,0,0,0,956405
Streptococcus_gordonii,0,0,641964,21700,0,192227,0,129784,0,0,1466088,207057,0,759909,362454,84300,0,0,753546,168620,0,905964,167199,87000
GN02-873_sp003260345,0,0,688816,657609,866015,376174,0,17558041,0,0,1452579,4219074,39000,4454645,0,16186863,0,96800,209346,16495793,2109584,1960389,0,11066551
Streptococcus_anginosus,0,0,1684536,0,0,66600,0,136180,0,0,1222251,0,0,0,145838,189236,0,0,2561217,0,0,0,164798,89300
Rothia_mucilaginosa_A,0,0,795585,0,0,0,7544941,0,0,0,1118381,0,0,10800,13538847,0,0,0,456295,0,0,0,4680418,0
Prevotella_sp000257925,0,0,3196080,35300,0,3026725,0,0,0,0,965018,199222,0,0,126136,0,0,0,239921,160561,0,44300,884212,0
Oribacterium_sp015258095,0,0,1836468,193198,0,3860,0,0,0,0,882264,0,0,0,0,0,0,0,40100,0,0,0,0,0
Neisseria_mucosa,0,0,5899200,242884771,11890275,0,0,0,0,0,610955,353166964,19362014,0,0,0,9056130,0,73500,296244656,16992537,68500,0,0
Lachnoanaerobaculum_sp000287675,0,32800,608064,0,70400,1753122,0,368651,0,0,410595,38400,0,1188787,395326,588284,0,40700,1049934,34200,0,774326,273864,477076
UBA4285_sp900542465,0,0,339002,0,0,3310,0,0,0,0,388800,0,0,0,0,0,0,0,335471,0,0,0,0,0
Phocaeicola_abscessus,0,0,846266,0,447438,0,379668,266197,0,0,286066,15400,0,0,97400,170443,0,0,430650,0,0,0,44600,108626
Prevotella_jejuni,0,0,3548710,0,0,7266658,0,0,0,0,219544,90400,0,0,452933,0,0,0,532241,63100,0,0,753543,0
Pseudoramibacter_alactolyticus,0,0,141119,0,0,0,83700,6050,0,0,182197,0,0,0,0,20900,0,0,559611,0,0,0,94000,4150
Scardovia_wiggsiae,0,0,847393,0,0,27500,428296,0,0,0,97700,0,0,0,505401,0,0,0,0,0,0,0,488863,0
Prevotella_multisaccharivorax,0,0,92400,0,0,0,1423135,0,0,0,93300,0,0,0,267691,0,0,0,0,0,0,0,611810,0
Porphyromonas_gingivalis,289152,0,0,18711301,115757675,932209,14632645,32378061,0,0,0,6295912,79926893,2756759,4082930,40874234,0,328844,0,1791185,57514164,1112648,2045628,17433139
Porphyromonas_sp003640335,0,0,0,1932651,1273115,1511541,0,3300419,0,0,0,5063808,1090143,4372374,0,8125248,384491,116830,0,22125679,4009060,5888407,0,39130790
Porphyromonas_sp018127745,0,0,0,67400,0,0,0,7455946,0,0,0,2372380,0,0,0,5125069,0,0,0,1943895,0,0,95700,4583393
Alloprevotella_sp015259235,0,0,0,116409,0,625705,0,403307,0,0,0,938651,0,1391135,0,937972,0,0,0,9887051,0,2567288,0,4400176
F0422_sp001553345,0,0,0,440817,0,5150943,0,10600,0,0,0,714984,0,4957802,0,31800,0,0,0,1485554,74200,9708852,0,75300
Alloprevotella_sp000318095,0,0,0,77200,303903,1761183,0,11895579,0,0,0,562355,0,1636618,256983,13941605,0,57000,0,1365814,597056,1825489,323856,8870792
Kingella_kingae,0,0,0,35400,0,82900,505973,0,0,0,0,327405,0,270072,535168,0,0,0,0,202847,0,36200,354332,0
Nanogingivalis_sp900556165,0,0,0,61000,0,0,0,144902,0,0,0,288752,0,0,0,139637,0,0,0,1245864,0,0,0,153096
Prevotella_aurantiaca,0,0,0,0,5927537,984323,0,9310600,0,0,0,265559,4458139,184317,0,9618201,0,0,0,332112,329121,0,0,12454732
Prevotella_fusca,0,0,0,273327,0,0,0,0,0,0,0,263157,0,0,0,0,0,0,0,374816,0,0,0,0
Pauljensenia_odontolytica,0,0,0,0,0,0,0,0,0,0,0,158061,0,0,0,0,0,0,0,230898,0,0,0,0
Veillonella_tobetsuensis,0,129874,357135,151910,909742,33827159,1059928,3130862,0,0,0,127765,561350,523136,1287272,3182517,0,53600,0,42300,0,915752,1219132,4716922
Prevotella_sp013333935,0,0,4211622,0,0,77400,1228514,401097,0,0,0,121915,0,38100,450685,268570,0,0,745409,173330,0,0,457135,340819
Alloprevotella_sp905369775,0,0,1605473,0,0,56084570,1988172,37200,0,0,0,96200,0,490862,4104988,65300,0,22800,69000,57600,0,1996179,23143880,176220
Capnocytophaga_sp002999135,0,463851,0,0,0,0,0,0,0,0,0,87900,0,0,0,0,0,143332,0,89300,0,0,0,0
Simonsiella_muelleri,0,0,9460,0,0,458541,1088761,386212,0,0,0,85400,0,527951,1899107,537140,0,0,586488,263659,0,1271816,1305549,1141401
Actinomyces_timonensis,0,0,0,411437,0,2210,0,0,0,0,0,72700,0,25100,0,21300,0,0,0,52000,0,0,0,18100
CAJPNX01_sp905372165,0,0,0,0,70200,925474,391502,814755,0,0,0,71000,0,22035223,267156,1283973,1697993,0,0,114821,0,15951487,7930,602423
Corynebacterium_argentoratense,0,0,0,0,0,0,0,0,0,0,0,69900,0,0,0,0,0,0,0,71400,0,0,0,0
CAG-793_sp013333035,0,0,294290,65300,0,1230321,502637,6510,0,0,0,49000,0,0,474241,13700,0,0,0,81400,0,5610,791220,4030
Prevotella_salivae,0,0,2136727,14500,0,2589494,1684890,36300,0,0,0,48700,0,0,3398070,48200,0,0,103440,47100,0,18000,3721999,35900
F0422_sp003999875,0,0,0,0,0,629459,715333,157462,0,0,0,47000,123633,0,0,265358,0,0,222291,116391,430712,0,288580,552142
Bacteroides_D_sp013333835,0,0,79900,0,382394,17800,748362,349,0,0,0,37200,0,238618,215866,0,0,0,0,0,0,15600,60700,0
Prevotella_sp000163055,0,0,0,0,0,1159216,0,1320749,0,0,0,29500,0,1668276,0,1352840,0,0,0,398157,0,3907727,0,1506768
Leptotrichia_shahii,0,0,0,282675,0,0,0,68000,0,0,0,24000,0,0,0,44800,0,0,0,0,0,0,0,0
CAG-793_sp013333395,0,0,176484,0,0,4331133,971601,560304,0,0,0,23600,0,446704,742896,791555,0,0,0,49500,0,292335,477383,942649
Leptotrichia_sp013394795,0,0,0,0,0,5960,0,51600,0,0,0,19200,0,99300,0,37900,0,50400,0,0,0,0,0,86900
Eubacterium_B_sulci,0,0,1504899,0,89700,2304189,718668,360162,0,0,0,14300,0,0,2657315,734464,0,0,0,22200,0,0,2116390,612621
Veillonella_denticariosi,0,0,0,0,0,0,0,3840,0,0,0,13700,0,0,0,357,0,0,0,0,0,0,163233,23800
Oribacterium_asaccharolyticum,1203829,0,835004,1130032,0,125318,0,0,0,0,0,8150,0,0,0,0,0,0,0,0,0,0,3650,0
Prevotella_sp013333285,0,0,527537,0,0,5097282,278538,381676,0,0,0,7310,0,0,737435,439489,0,0,0,5760,0,20300,749577,314849
W5053_sp000467935,0,0,0,0,3307737,0,0,12000,0,0,0,0,2795155,0,0,29600,0,0,0,0,2244549,0,0,356
Peptostreptococcus_sp900759325,0,229263,0,0,42400,1324392,423670,619032,0,0,0,0,26500,0,1088325,659649,0,0,0,0,0,0,261444,635746
Pauljensenia_sp902373545,0,0,0,0,0,1591258,0,82100,0,0,0,0,0,1150161,0,131668,0,0,0,0,0,623315,0,338092
Fusobacterium_massiliense,0,0,0,0,0,127857,0,150484,0,0,0,0,0,726612,0,297592,0,0,0,442955,0,1373374,0,607522
SDRK01_sp007845205,0,0,248226,153802,0,24600,0,113386,0,0,0,0,0,457974,31500,121677,0,0,0,0,0,92400,9390,87000
Catonella_massiliensis,0,22000,100011,781029,0,479851,453471,15100,0,0,0,0,0,341483,171108,14400,0,0,0,0,0,99500,106456,24000
Stomatobaculum_longum_A,0,0,0,0,0,1622284,0,89500,0,0,0,0,0,282469,0,176271,0,0,0,0,0,163553,0,89700
Nanosyncoccus_sp905372495,0,0,0,0,0,60900,0,11900,0,0,0,0,0,244560,134702,13400,0,0,0,0,0,17000,179201,3790
Lachnoanaerobaculum_saburreum,0,0,0,0,0,6070,0,37800,0,0,0,0,0,158600,13700,87700,0,0,0,0,0,0,5840,9010
Mogibacterium_diversum,0,0,887938,0,0,1096723,0,112689,0,0,0,0,0,117618,70000,334701,0,0,0,0,0,260318,183898,99400
Psychrobacter_sanguinis,0,0,0,0,0,13900,0,0,0,0,0,0,0,86700,0,0,0,0,0,0,0,15600,0,0
Actinomyces_sp002999235,0,0,0,0,0,0,0,1980,0,0,0,0,0,69000,0,0,0,0,0,0,0,0,0,6880
Lancefieldella_sp000564995,0,0,550625,0,0,5493441,189242,73000,0,0,0,0,0,60300,2518544,130479,0,0,0,18700,0,10400,1833864,94300
Nanosynbacter_lyticus,0,0,0,0,0,25600,0,205956,0,0,0,0,0,55800,0,496105,0,0,0,0,0,0,0,222469
Oribacterium_parvum,0,0,0,0,0,2444633,606565,27900,0,0,0,0,0,42200,1293483,51100,0,0,0,8580,0,260420,1775626,127600
Brevibacillus_D_fluminis,0,0,0,0,0,0,0,0,0,0,0,0,0,36700,0,0,0,0,0,0,0,7850,0,0
Fructilactobacillus_sanfranciscensis,0,0,0,0,0,0,0,0,0,0,0,0,0,10700,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_sp003860215,0,0,0,0,0,5850,0,129319,0,0,0,0,0,1230,0,102052,0,0,0,0,0,0,0,65500
Nanogingivalis_sp015257795,0,0,26400,0,0,0,2735458,0,0,0,0,0,0,0,2880355,0,0,0,66700,0,0,0,1909218,0
Pauljensenia_sp000466265,0,0,0,0,0,6070,0,0,0,0,0,0,0,0,1256863,0,0,0,0,0,0,0,1087314,0
Actinomyces_sp000220835,0,0,0,0,0,0,1980211,0,0,0,0,0,0,0,953408,0,0,0,0,0,0,0,1204729,31000
Nanosyncoccus_sp007845165,0,0,0,0,10400,294359,183433,44300,0,0,0,0,0,0,909935,51700,0,26000,0,0,0,0,524140,32500
Pauljensenia_sp000758755,0,0,0,0,0,812964,8280,0,0,0,0,0,0,0,887342,1780,0,0,0,6180,0,0,536142,0
Haemophilus_D_pittmaniae,0,0,0,0,0,0,388275,0,0,0,0,0,0,0,747715,0,0,0,0,0,0,0,1033042,0
Lachnoanaerobaculum_orale,0,0,274468,0,0,160429,0,0,0,0,0,0,0,0,487305,0,0,0,0,0,0,0,264992,0
Bacteroides_D_sp013333195,0,383776,0,0,0,17600,801186,34300,0,0,0,0,0,0,377658,40000,0,0,0,0,0,0,95700,16200
Capnocytophaga_haemolytica,0,0,0,0,0,0,342013,53600,0,0,0,0,0,0,287500,47900,0,0,0,0,0,0,189951,90700
Centipeda_massiliensis,0,0,17700,0,0,161864,41000,192583,0,0,0,0,0,0,92300,63600,0,0,0,0,0,0,203102,65200
Butyrivibrio_sp015258065,0,0,29300,276443,0,474441,62700,18000,0,0,0,0,0,0,74400,75100,0,0,0,0,0,0,61100,127363
Centipeda_sp015265235,0,0,0,185408,0,2854041,49000,160834,0,0,0,0,0,0,28700,58000,0,0,0,0,0,0,126808,159855
Treponema_medium,0,0,0,0,0,0,173642,106641,0,0,0,0,0,0,19800,83600,0,0,0,0,0,0,0,38400
Streptobacillus_hongkongensis,0,0,0,0,0,0,0,595308,0,0,0,0,0,0,0,1755219,0,0,0,0,0,0,0,1750228
Parvimonas_sp000223315,0,0,0,0,0,0,0,280152,0,0,0,0,0,0,0,693429,0,0,0,0,0,0,0,189146
Metamycoplasma_orale,0,0,0,0,0,331,0,432497,0,0,0,0,0,0,0,535593,0,0,0,0,0,0,0,430116
Centipeda_sp000286455,0,0,0,0,0,0,0,669038,0,0,0,0,0,0,0,435920,0,0,0,0,0,0,0,276071
Treponema_vincentii,0,0,203627,0,0,9160,0,425054,0,0,0,0,0,0,0,353256,0,0,270004,0,0,0,0,450394
Eggerthia_catenaformis,0,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,198632,0,0,0,0,0,0,0,101629
Desulfovibrio_sp000403945,0,0,0,0,0,10900,0,190954,0,0,0,0,0,0,0,161523,0,0,0,0,0,34200,0,78000
Treponema_D_sp014334335,0,0,95800,0,0,3090,0,194094,0,0,0,0,0,0,0,127267,0,0,0,0,0,0,0,114081
Aggregatibacter_actinomycetemcomitans,0,0,0,0,0,0,0,62900,0,0,0,0,0,0,0,102646,0,0,0,0,0,0,0,43300
Nanosyncoccus_sp013332965,0,0,0,0,0,340069,0,62900,0,0,0,0,0,0,0,99700,0,0,0,0,0,0,0,55000
Pyramidobacter_piscolens,0,0,0,0,0,0,0,32600,0,0,0,0,0,0,0,79500,0,0,0,0,0,0,0,56800
Centipeda_sp000468035,0,0,0,0,0,1320,0,200839,0,0,0,0,0,0,0,67700,0,0,0,0,0,0,0,45300
Treponema_D_sp014334325,0,0,0,0,0,0,0,62400,0,0,0,0,0,0,0,48800,0,0,0,0,0,0,0,35300
Treponema_B_putidum,0,0,0,0,0,0,0,32800,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,14600
Oribacterium_sp013394775,0,0,0,0,0,0,0,93200,0,0,0,0,0,0,0,42300,0,0,0,0,0,0,0,40600
Pauljensenia_meyeri,0,0,0,0,261597,0,0,41900,0,0,0,0,0,0,0,35200,0,0,0,0,0,0,0,19700
Brooklawnia_sp000413315,0,0,0,0,0,0,0,10600,0,0,0,0,0,0,0,23100,0,0,0,0,0,0,0,1300
Centipeda_sp001717585,0,0,0,0,0,0,0,113735,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,22800
Centipeda_flueggei,0,0,0,0,0,0,0,49900,0,0,0,0,0,0,0,14900,0,0,0,0,0,0,7100,17700
Rouxiella_chamberiensis,0,0,0,0,0,0,0,64500,0,0,0,0,0,0,0,8560,0,0,0,0,0,0,0,0
Mogibacterium_pumilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,0,0,0,0,0,0,0,3910
Lachnoanaerobaculum_umeaense,0,0,0,0,0,83400,0,0,0,0,0,0,0,0,0,4040,0,0,0,0,0,0,0,0
Prevotella_sp003043945,0,0,59200,0,0,0,0,233,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,1190
Haemophilus_A_paraphrohaemolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13970293,2139663,0,0,2240876,0,349948,0
Bacteroides_zoogleoformans,0,0,0,0,0,24300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia_polyisoprenivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39700,0,0
Corynebacterium_kefirresidentii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7550,0,0
F0428_sp003043955,0,0,0,0,0,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsuokella_sp000469545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,0
Campylobacter_A_curvus,0,0,0,0,0,12000,0,20200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118459,0
Olsenella_F_profusa_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45900,0
Leptotrichia_sp001553645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47500,0
Ligilactobacillus_salivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69700,0
Lactobacillus_delbrueckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,0
Cryptobacterium_curtum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350,0
Bifidobacterium_dentium,0,0,1663475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538652,0,0,0,14700,0
Microbacterium_algeriense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870,0,0,0,0
Prevotella_sp000599605,0,0,0,0,0,2880871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189325,0
Lactobacillus_paragasseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120963,0
Prevotella_sp015256945,0,0,167136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0
Olsenella_I_phocaeensis,0,0,461764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stomatobaculum_longum,0,0,201712,0,0,61400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobetia_marina,0,0,0,109397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_thailandensis,0,0,0,17800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauljensenia_bouchesdurhonensis,0,0,0,0,0,111406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_scopos,0,0,0,0,0,101910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centipeda_infelix,0,0,0,0,0,8610,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_canifelinum,0,0,0,0,0,3860,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauljensenia_culturomici,0,0,0,0,0,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eikenella_exigua,0,0,0,0,0,0,0,26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A_sp905371695,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tannerella_forsythia_A,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
